Gad_area,Dia_inc,Dia_mm,Insulation_code,Insulation_thk,Insulation_mat,Insulation_jac,Pipe_len,Total_area
0,8,219.0,HI,90,MWPS,SS_0.8,21.15,26.52
0,8,219.0,HI,90,MWPS,SS_0.8,21.16,26.52
0,4,114.0,HI,70,MWPS,SS_0.8,0.66,0.53
0,0,27.0,HI,30,MWPS,SS_0.6,0.3,0.08
0,8,219.0,HI,90,MWPS,SS_0.8,16.25,20.37
0,24,610.0,HI*,150,MWPS,ALZ_0.8,1.01,2.69
0,16,406.0,HI*,110,MWPS,ALZ_0.8,7.95,15.64
0,12,324.0,N,0,0,0,0.0,0.0
0,8,219.0,N,0,0,0,0.0,0.0
0,12,324.0,N,0,0,0,0.0,0.0
0,8,219.0,N,0,0,0,0.0,0.0
0,10,273.0,N,0,0,0,0.0,0.0
0,8,219.0,N,0,0,0,0.0,0.0
0,10,273.0,N,0,0,0,0.0,0.0
0,6,168.0,N,0,0,0,0.0,0.0
0,4,114.0,N,0,0,0,0.0,0.0
0,10,273.0,N,0,0,0,0.0,0.0
0,3,89.0,HI,50,MWPS,SS_0.6,1.61,0.95
0,0,27.0,HI,30,MWPS,SS_0.6,18.06,4.94
0,0,27.0,HI,30,MWPS,SS_0.6,1.1,0.3
0,0,27.0,HI,30,MWPS,SS_0.6,1.66,0.45
0,0,27.0,HI,30,MWPS,SS_0.6,1.96,0.54
0,0,27.0,HI,40,MWPS,SS_0.6,1.18,0.4
0,0,27.0,HI,40,MWPS,SS_0.6,1.49,0.5
0,0,27.0,HI,40,MWPS,SS_0.6,7.03,2.36
0,0,27.0,HI,40,MWPS,SS_0.6,6.51,2.19
0,0,27.0,HI,40,MWPS,SS_0.6,1.49,0.5
0,16,406.0,HI,80,MWPS,SS_0.8,1.99,3.53
0,8,219.0,HI,70,MWPS,SS_0.8,2.74,3.08
0,8,219.0,HI,70,MWPS,SS_0.8,9.48,10.69
0,6,168.0,HI,60,MWPS,SS_0.8,4.87,4.41
0,8,219.0,HI,70,MWPS,SS_0.8,2.56,2.88
0,8,219.0,HI,70,MWPS,SS_0.8,10.89,12.28
0,8,219.0,HI,70,MWPS,SS_0.8,4.97,5.61
0,8,219.0,HI,70,MWPS,SS_0.8,1.27,1.43
0,8,219.0,HI,70,MWPS,SS_0.8,2.38,2.69
0,4,114.0,HI,50,MWPS,SS_0.6,0.36,0.24
0,0,27.0,HI,30,MWPS,SS_0.6,0.32,0.09
0,0,27.0,HI,30,MWPS,SS_0.6,1.95,0.53
0,4,114.0,HI,50,MWPS,SS_0.6,0.35,0.24
0,0,27.0,HI,30,MWPS,SS_0.6,0.69,0.19
0,0,27.0,HI,30,MWPS,SS_0.6,2.7,0.74
0,4,114.0,HI,50,MWPS,SS_0.6,0.45,0.3
0,0,27.0,HI,30,MWPS,SS_0.6,0.74,0.3
0,0,27.0,HI,30,MWPS,SS_0.6,2.37,0.94
0,0,27.0,HI,30,MWPS,SS_0.6,1.68,0.67
0,1,48.0,HI,30,MWPS,SS_0.6,2.73,0.92
0,1,48.0,HI,30,MWPS,SS_0.6,2.83,0.96
0,14,356.0,HI,130,MWPS,SS_0.8,2.25,4.36
0,16,406.0,HI,130,MWPS,SS_0.8,0.36,0.74
0,24,610.0,HI,160,MWPS,SS_0.8,0.94,2.73
0,24,610.0,HI,160,MWPS,SS_0.8,8.08,23.6
0,4,114.0,HI,90,MWPS,SS_0.8,0.34,0.32
0,0,27.0,HI,50,MWPS,SS_0.6,1.03,0.41
0,24,610.0,HI,160,MWPS,SS_0.8,12.18,35.59
0,24,610.0,HI,160,MWPS,SS_0.8,8.76,25.6
0,1,34.0,HI,50,MWPS,SS_0.6,0.0,0.0
0,1,34.0,HI,50,MWPS,SS_0.6,1.28,0.54
0,24,610.0,HI,160,MWPS,SS_0.8,11.62,33.95
0,24,610.0,HI,160,MWPS,SS_0.8,5.76,16.81
0,0,27.0,HI,50,MWPS,SS_0.6,1.06,0.42
0,24,610.0,HI,160,MWPS,SS_0.8,14.57,42.55
0,24,610.0,HI,160,MWPS,SS_0.8,10.5,30.68
0,4,114.0,HI,90,MWPS,SS_0.8,6.26,5.78
0,4,114.0,HI,90,MWPS,SS_0.8,2.14,1.98
0,1,34.0,HI,50,MWPS,SS_0.6,0.94,0.46
0,0,27.0,HI,50,MWPS,SS_0.6,7.14,3.3
0,0,27.0,HI,50,MWPS,SS_0.6,2.57,1.19
0,0,27.0,HI,50,MWPS,SS_0.6,2.14,0.99
0,0,27.0,HI,50,MWPS,SS_0.6,4.84,1.93
0,0,27.0,HI,50,MWPS,SS_0.6,14.34,5.72
0,0,27.0,HI,50,MWPS,SS_0.6,7.57,3.02
0,0,27.0,HI,50,MWPS,SS_0.6,1.91,0.76
0,0,27.0,HI,50,MWPS,SS_0.6,2.14,0.85
0,2,60.0,HI,40,MWPS,SS_0.6,2.52,1.11
0,1,34.0,HI,30,MWPS,SS_0.6,0.36,0.1
0,8,219.0,HI,70,MWPS,SS_0.8,25.59,28.87
0,8,219.0,HI,70,MWPS,SS_0.8,17.11,19.3
0,8,219.0,HI,80,MWPS,SS_0.8,4.1,4.63
0,1,34.0,HI,30,MWPS,SS_0.6,1.15,0.34
0,4,114.0,HI,60,MWPS,SS_0.8,7.79,5.72
0,0,27.0,HI,30,MWPS,SS_0.6,0.44,0.12
0,2,60.0,HI,50,MWPS,SS_0.6,1.6,0.8
0,8,219.0,HI,80,MWPS,SS_0.8,3.09,3.68
0,24,610.0,HI,160,MWPS,SS_0.8,16.67,48.71
0,24,610.0,HI,160,MWPS,SS_0.8,12.99,37.95
0,18,456.0,HI,150,MWPS,SS_0.8,24.42,58.0
0,18,456.0,HI,150,MWPS,SS_0.8,8.69,20.65
0,18,456.0,HI,150,MWPS,SS_0.8,8.29,19.68
0,18,456.0,HI,150,MWPS,SS_0.8,3.81,9.04
0,12,324.0,HI,140,MWPS,SS_0.8,1.81,3.43
0,3,89.0,HI,70,MWPS,SS_0.8,7.14,5.13
0,1,34.0,HI,60,MWPS,SS_0.6,1.28,0.62
0,18,456.0,HI,150,MWPS,SS_0.8,3.89,9.23
0,18,456.0,HI,150,MWPS,SS_0.8,3.98,9.44
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,1,34.0,HI,60,MWPS,SS_0.6,1.28,0.62
0,18,456.0,HI,150,MWPS,SS_0.8,11.22,26.66
0,4,114.0,HI,100,MWPS,SS_0.8,0.79,0.78
0,0,27.0,HI,60,MWPS,SS_0.6,1.22,0.56
0,1,48.0,HI,70,MWPS,SS_0.6,0.19,0.11
0,0,27.0,HI,60,MWPS,SS_0.6,1.03,0.48
0,18,456.0,HI,150,MWPS,SS_0.8,16.13,38.31
0,18,456.0,HI,150,MWPS,SS_0.8,16.6,39.43
0,18,456.0,HI,150,MWPS,SS_0.8,7.83,18.59
0,18,456.0,HI,150,MWPS,SS_0.8,14.07,33.41
0,4,114.0,HI,100,MWPS,SS_0.8,0.34,0.34
0,0,27.0,HI,60,MWPS,SS_0.6,1.05,0.49
0,18,456.0,HI,150,MWPS,SS_0.8,26.24,62.32
0,0,27.0,HI,60,MWPS,SS_0.6,1.03,0.48
0,0,27.0,HI,60,MWPS,SS_0.6,2.13,0.99
0,0,27.0,HI,60,MWPS,SS_0.6,0.76,0.35
0,0,27.0,HI,60,MWPS,SS_0.6,1.79,0.83
0,0,27.0,HI,60,MWPS,SS_0.6,2.03,0.94
0,0,27.0,HI,60,MWPS,SS_0.6,1.16,0.54
0,0,27.0,HI,60,MWPS,SS_0.6,1.79,0.83
0,0,27.0,HI,60,MWPS,SS_0.6,4.24,1.96
0,0,27.0,HI,60,MWPS,SS_0.6,12.71,5.87
0,0,27.0,HI,60,MWPS,SS_0.6,5.19,2.4
0,0,27.0,HI,60,MWPS,SS_0.6,3.53,1.63
0,0,27.0,HI,60,MWPS,SS_0.6,2.1,0.97
0,18,456.0,HI,150,MWPS,SS_0.8,6.6,15.68
0,3,89.0,HI,70,MWPS,SS_0.8,1.86,1.34
0,3,89.0,HI,70,MWPS,SS_0.8,1.77,1.27
0,18,456.0,HI,150,MWPS,SS_0.8,5.1,12.11
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,18,456.0,HI,150,MWPS,SS_0.8,6.73,15.99
0,4,114.0,HI,100,MWPS,SS_0.8,0.4,0.39
0,1,48.0,HI,70,MWPS,SS_0.6,0.19,0.11
0,0,27.0,HI,60,MWPS,SS_0.6,1.03,0.48
0,18,456.0,HI,150,MWPS,SS_0.8,21.94,52.11
0,18,456.0,HI,150,MWPS,SS_0.8,10.29,24.44
0,0,27.0,HI,60,MWPS,SS_0.6,1.13,0.52
0,18,456.0,HI,150,MWPS,SS_0.8,6.39,15.19
0,18,456.0,HI,150,MWPS,SS_0.8,18.85,44.77
0,0,27.0,HI,60,MWPS,SS_0.6,2.48,1.15
0,0,27.0,HI,60,MWPS,SS_0.6,9.52,4.4
0,0,27.0,HI,60,MWPS,SS_0.6,1.79,0.83
